Open,High,Low,Close,Adj Close,Volume,Doreturn,Direction
69.599998,70,65.43,66.169998,62.219162,4605200,-4.996418918,Down
67.879997,71.410004,67.510002,71.410004,67.146294,2965800,7.918994473,Up
70,71.389999,68.550003,70.25,66.055557,2339300,-1.624418765,Down
69.849998,70.379997,66.07,68.870003,64.75795,2411100,-1.964417619,Down
69.949997,71.5,67.120003,67.370003,63.347523,3546600,-2.177998223,Down
66.059998,66.480003,64.290001,65.620003,61.702019,2343000,-2.597582229,Down
64.160004,65.82,63.299999,65.82,61.890072,2360200,0.304776088,Up
66.209999,66.5,62.5,62.860001,59.106812,2997900,-4.49710254,Down
61.619999,64.559998,61.25,63.59,59.793209,2077700,1.161282392,Up
65.449997,67.629997,64.860001,66.279999,62.322594,2814200,4.230221195,Up
65.889999,69.290001,65.660004,68.959999,64.842606,2370500,4.043496649,Up
68.010002,68.529999,66.75,68.220001,64.146759,1902000,-1.073132378,Down
66.879997,67.199997,65.809998,66.629997,62.651684,1695000,-2.330710114,Down
66.870003,69.309998,65.690002,68.709999,64.607513,2384900,3.121750087,Up
70.120003,71.389999,69.790001,71.389999,67.12751,2079900,3.900470523,Up
69.900002,71.379997,68.510002,70.75,66.525726,2247400,-0.896478955,Down
69.940002,73.459999,69.57,71.739998,67.456596,2123400,1.399263196,Up
71.620003,72.589996,70.040001,71.459999,67.193321,1957000,-0.390288001,Down
70.760002,73.089996,70,72.43,68.105392,1569500,1.357383422,Up
72.720001,74.050003,71.650002,73.440002,69.055092,1763200,1.394456404,Up
71.489998,71.550003,69.110001,69.339996,65.199883,1483700,-5.582801917,Down
67.540001,71.099998,67.540001,71.029999,66.788994,2265300,2.437291183,Up
70.419998,73.389999,69.639999,71.120003,66.873611,2735500,0.12669303,Up
72.980003,75.699997,71.690002,74.040001,69.619278,3905100,4.105755557,Up
75.110001,76.75,74.099998,76.190002,71.640892,3089700,2.90381351,Up
73.690002,76.550003,73.690002,76.019997,71.481033,2348000,-0.223139321,Down
75.529999,75.690002,73.830002,74.440002,69.995384,1977000,-2.078382107,Down
72.919998,77.129997,72.919998,74.110001,69.802299,2674100,-0.275853905,Down
74.089996,75.370003,71.43,72.410004,68.201118,2038900,-2.293880034,Down
72.730003,75.919998,72.730003,74.809998,70.461609,1914700,3.314448599,Up
75.379997,78.690002,74.949997,78.57,74.003044,2077700,5.026049008,Up
77.400002,78.449997,76,78.260002,73.711067,2199600,-0.394547284,Down
79.790001,80.330002,77.660004,79.559998,74.935509,2472600,1.661137262,Up
81.709999,82.629997,75.540001,76.669998,72.213478,2427500,-3.632498179,Down
77.959999,80.599998,77.949997,79.650002,75.020287,2359300,3.886821516,Up
77.980003,78.230003,76.300003,77.019997,72.543129,1936000,-3.301984169,Down
78.07,78.25,75.360001,77.519997,73.014091,2261800,0.649216551,Up
77.150002,77.150002,72.739998,73.470001,69.199509,2807400,-5.224446333,Down
72.970001,74.519997,72.32,74,69.698685,2419200,0.721357719,Up
72.709999,74.32,71.949997,72.480003,68.267052,2318800,-2.054031579,Down
73.669998,76.150002,73.669998,76.089996,71.667198,2090800,4.980654504,Up
76.080002,78.089996,75.150002,77.18,72.693855,1809800,1.43253403,Up
78.75,80.660004,77.400002,77.610001,73.098862,2131900,0.557140628,Up
76.080002,76.349998,74.129997,75.690002,71.290451,1823500,-2.47392497,Down
75.949997,77.599998,75.610001,76.290001,71.855591,1561600,0.792728889,Up
75.879997,78.860001,74.730003,78.470001,73.908859,2077300,2.857492328,Up
78.540001,80.290001,77.739998,77.800003,73.277832,2111200,-0.853790748,Down
78.860001,82.260002,78.239998,81.709999,76.960541,2391700,5.025679526,Up
83.120003,84.279999,82.410004,84.279999,79.381149,2894600,3.145258555,Up
88,89.75,86.110001,89.190002,84.005768,3552600,5.825840339,Up
88.510002,89.389999,87.559998,88.690002,83.534813,1937000,-0.560622218,Down
86.68,86.989998,82.330002,83.639999,78.778358,3168000,-5.693979347,Down
84.970001,87.389999,84.07,86.669998,81.632256,2236900,3.622692923,Up
87.5,87.970001,83.870003,87.239998,82.169113,3719800,0.657653024,Up
85.989998,89.040001,85.720001,88.410004,83.271118,2622600,1.341142626,Up
90.019997,92.309998,89.330002,91.209999,85.908371,3068200,3.167068082,Up
92.610001,92.949997,90.25,91.629997,86.303932,2728800,0.460445234,Up
91.610001,94.080002,90.57,92.57,87.189308,2836700,1.025881416,Up
91.5,91.93,89.860001,91.709999,86.379295,1839500,-0.929027903,Down
90.129997,90.650002,88.400002,90.040001,84.806366,2077700,-1.820956052,Down
91.25,92.190002,88.43,88.68,83.525421,1991200,-1.51043496,Down
88.129997,89,86.269997,87.980003,82.866104,2481500,-0.789360882,Down
87.620003,89.25,86.419998,87.440002,82.357498,2078200,-0.613768447,Down
88.620003,88.910004,86.489998,87.669998,82.574104,2275600,0.263007018,Up
85.669998,85.93,81.730003,82.059998,77.290192,2639500,-6.398994048,Down
82.550003,83.82,81.230003,83,78.175568,2022000,1.145521802,Up
84,85.860001,82.690002,84.449997,79.541283,2308200,1.746984429,Up
85.540001,87.989998,84.830002,87.639999,82.545837,2056600,3.777351693,Up
87.07,87.25,84.230003,84.580002,79.663734,3811000,-3.491518294,Down
85.360001,86.169998,84.129997,84.449997,79.541283,2726000,-0.153709842,Down
83.839996,85.68,81.43,83.050003,78.222664,2975500,-1.657779395,Down
84.139999,84.860001,81.690002,81.849998,77.092407,2632500,-1.444922663,Down
80.080002,80.220001,77.699997,77.699997,73.18364,2728300,-5.070236035,Down
76.760002,79.129997,75.800003,78.900002,74.313911,3423400,1.544431242,Up
78.980003,78.980003,76.080002,76.209999,71.780243,2895800,-3.409412808,Down
75.93,77.389999,74.419998,76.839996,72.373619,3125800,0.826656438,Up
77.809998,79.199997,76.550003,78.059998,73.522697,2918800,1.587702834,Up
76.589996,78.209999,76,77.949997,73.419106,1911000,-0.140896627,Down
77.970001,78.830002,75.709999,78.82,74.238518,1849600,1.116074609,Up
79.5,80.550003,78.480003,80.330002,75.660767,2210800,1.915783125,Up
81.919998,83.160004,81.32,83.010002,78.184959,2155600,3.336196684,Up
82.300003,84.690002,81.660004,84.269997,79.371735,1858100,1.517908323,Up
84.519997,85.5,83.589996,85.050003,80.106415,2093600,0.925619177,Up
86.389999,87.209999,84.830002,87.129997,82.065506,2073800,2.445610629,Up
88.089996,89.669998,87.059998,88.529999,83.384132,2420600,1.606796892,Up
87.260002,88.599998,86.089996,87.900002,82.790749,2367300,-0.711625804,Down
86.5,92.349998,86.5,92.279999,86.916153,4088900,4.982928709,Up
91.489998,93.32,90,93.129997,87.716743,2698400,0.921106115,Up
93.449997,94.410004,91.650002,94.120003,88.649193,2450300,1.063023966,Up
92.949997,93.379997,91.559998,93.019997,87.613129,3741000,-1.168723555,Down
90.93,91.239998,88.800003,90.660004,85.390327,3812500,-2.537064964,Down
90.900002,91.089996,88.470001,89.849998,84.744232,2504700,-0.756637224,Down
88.910004,90.25,87.849998,89.870003,84.7631,2423100,0.022264642,Up
92.07,92.980003,91.519997,92.489998,87.234245,2256600,2.915354677,Up
91.440002,92.519997,90.110001,91.599998,86.394791,1864100,-0.962298694,Down
90.5,91.040001,89.599998,90.330002,85.196953,1856900,-1.386470163,Down
90.199997,90.790001,88.510002,89.559998,84.470734,1403000,-0.852400203,Down
90.410004,90.5,87.589996,89.040001,83.980286,2046700,-0.580612926,Down
89.589996,89.650002,88.029999,88.93,83.876541,1164700,-0.123534945,Down
89,89,86.190002,86.620003,81.697777,1659400,-2.597584466,Down
87.07,89.269997,86.410004,88.239998,83.225723,1392600,1.87024183,Up
89.080002,90.440002,88.059998,90.239998,85.112076,1575900,2.266550451,Up
89.940002,89.940002,86.690002,87.629997,82.650398,1437600,-2.892278177,Down
85.010002,85.410004,83.779999,84.489998,79.688828,1617300,-3.583249533,Down
84.660004,86.07,84.120003,85.449997,80.594269,1487400,1.136220751,Up
83.949997,88.029999,83.639999,87.220001,82.263702,1783000,2.071404109,Up
87.169998,88.199997,86.639999,87.639999,82.659798,1372900,0.481495472,Up
88.910004,90.349998,88.589996,90,84.885704,1702700,2.692851971,Up
90.400002,92.139999,90.290001,91.559998,86.357071,1550900,1.733350765,Up
92.279999,92.300003,89.050003,90.339996,85.206375,1840500,-1.332486138,Down
89.389999,91.260002,89.169998,91.160004,85.979813,2168600,0.90772316,Up
90.529999,91.349998,88.699997,91.040001,85.8666,1488900,-0.131673931,Down
92.190002,92.360001,90.010002,90.760002,85.602547,1350300,-0.307515379,Down
88.970001,89.440002,88,89.419998,84.338684,1715000,-1.476431537,Down
89.150002,90.93,87.339996,87.610001,82.631516,1961000,-2.024181454,Down
87.529999,88.410004,85.730003,86.25,81.348816,1964000,-1.552313284,Down
87.010002,87.279999,86.129997,87.050003,82.103348,1975300,0.927526714,Up
86.68,89.019997,86.519997,88.68,83.640732,1314500,1.872498549,Up
90.349998,92.25,90.349998,91.809998,86.592873,2222700,3.529549454,Up
91.900002,92.309998,90.209999,91,85.828903,2707100,-0.882255056,Down
91.669998,94.75,90.870003,94.489998,89.120575,2425200,3.835155624,Up
94.68,95.709999,92.540001,93.660004,88.337753,2541200,-0.878385266,Down
92.459999,94.25,92.110001,94.099998,88.752731,1528700,0.469762911,Up
94.43,94.910004,92.730003,94.690002,89.309219,1908100,0.627009438,Up
94.830002,97.269997,94.120003,96.849998,91.346466,2471900,2.28111613,Up
96.300003,97.040001,94.639999,95.360001,89.941139,2265100,-1.538457985,Down
95.989998,95.989998,92.75,93.989998,88.648979,2266200,-1.436672933,Down
